ASIN,Name,20171,20172,2018,,2019 Q1,,2019 Q2,,July,Julym,August,Augustm,September,Septemberm,October,Octoberm,November,Novemberm,December,Decemberm,January,Januarym,February,Februarym,March,Marchm
ASIN,Item Name,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS
B07JZ53W9Q,"Wireless Indoor Home Security Camera - 1080P Littlelf IP Pet Camera WiFi Surveillance Baby Monitor with 2-Way Audio, 3D, Cloud Service, Remote Detect for iOS/Android, Night Vision",0,0,161,8516.46,677,35189.03,364,18441.23,155,6949.99,81,3388.41,26,1065.15,0,0,0,0,0,0,0,0,0,0,1,39.69
B07JYVZGZ7,"Wireless Indoor Home Security Camera - Littlelf IP Pet Camera WiFi Surveillance Baby Monitor with 2-Way Audio, 3D, Cloud Service, Remote Detect for iOS/Android, Night Vision (White)",0,0,31,1307.16,121,4840.91,58,2266.74,34,1225.3,15,553.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07TB9G13V,Wireless IP Camera - Senzi Security Camera 1080P Baby Monitor Pet Smart Auto Tracking Night Vision Motion Sound Detection 2.4GHz WiFi Pan Tilt Zoom Surveillance Camera Two-Way Audio Cloud Service,0,0,0,0,0,0,0,0,78,2348.68,143,4134.45,124,3663.65,116,3600.44,132,4046.34,59,1546.13,18,476.23,66,1423.65,0,0
B07SZ5H43V,"Wireless IP Camera 1080P HD WiFi Security Camera Indoor Pan/Tilt/Zoom Home Security Surveillance Camera System with Motion Tracking, Night Vision, Cloud Storage, Support iOS/Android/Windows",0,0,0,0,0,0,0,0,25,699.36,25,804.57,28,856.16,57,1782.17,32,1013.71,62,1868.02,72,1804.95,51,1436.64,16,439.12
B07DC16484,"Wireless IP Camera 1080P, SHome WiFi Home Security Surveillance IP Camera Remote View for Elder/Pet/Office/Baby Monitor, Nanny Cam with PTZ Two Way Audio Motion Detection Night Vision",0,0,1267,47074.16,162,5749.11,142,4497.06,37,1035.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07J9VTKDR,"Wireless IP Camera 1080P,Nanny Cam,360 Degree Smart WiFi Camera 3D Navigation Panorama View Night Vision,Cloud Storage,Motion Detection,Two-Way Audio Pan/Tilt/Zoom for Baby/Pet/Elder,Support SD Card",0,0,1563,62837.81,2220,89099.53,1470,57805.37,261,8847.94,330,11468.16,248,9400.21,150,5881.36,216,8128.46,235,8175.32,196,6279.23,120,4116.5,83,2966.51
B0788KKZLB,"Wireless IP Camera 1080P,Nanny Cam,360 Degree Smart WIFI Camera Pan/Tilt/Zoom with Cloud Service,3D Image Touch Navigation,Panoramic View Night Vision,Two-Way Audio,Motion Detection for Elder,Baby,Pet",13,549.37,5987,240495.11,3040,121686.65,1939,75854.83,432,14443.01,375,13224.58,262,10107.96,188,7366.21,231,8581.46,190,6794.64,124,4486.83,90,3230.18,85,3086.6
B07TCF6J9V,"Wireless IP Camera Indoor Home Security Camera, 1080P Dome Cam with Surveillance System Remote Monitoring for Baby/Elder/Pet/Nanny Monitor, Pan/Tilt, Two-Way Audio and Night Vision",0,0,0,0,0,0,17,933.21,301,16376.5,84,4186.27,2,99.96,1,49.99,4,199.96,4,195.2,1,48.64,1,48.63,0,0
B0827SK5JV,"Wireless IP Camera, Home Surveillance Security Camera System with Motion Email Alert & Motion Detection for Home/Office/Baby/Nanny/Pet Monitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,3343.59,248,6675.36,81,2335.16,116,3368.6
B07DNW3Z4F,"Wireless IP Camera, HUGOAI WiFi 1080P HD Home Security Surveillance Camera with Facial Recognition, Motion Detection, Night Vision, Two Way Audio for Baby Monitor Pet Dog Cameras",0,0,1821,58617.95,1159,31722.85,2381,60022.5,712,17895.79,729,18288.62,478,11980.04,577,14478.04,598,14444.79,537,12708.3,381,8223.68,4,79.17,1,19.8
B07MQC434T,"Wireless IP Camera, Pan Tilt Zoom 1536P WiFi Home Security Camera Pet Baby Monitor 2 Way Audio, Motion Detection, Night Vision, Compatible with Alexa",0,0,0,0,409,30373.8,123,9500.32,65,4511.96,33,1732.29,42,1788.11,60,2356.25,63,2219.71,130,3662.97,91,2838.91,91,2733.11,70,2324.33
B07MT78X3D,"Wireless IP Home Security Camera,xiaomi 1080P Surveillance Smart Mi Camera with Two-Way Audio/4X Zoom,2.4Ghz WiFi Indoor Dome Camera for Pet Baby Elder Monitor,Remote View by IMI(No SD Card)",0,0,0,0,264,13285.44,298,12724.74,101,4358.3,119,5294.87,69,2972.5,54,2318.15,35,1387.9,32,1226.14,26,972.34,51,1829.68,38,1301.23
B07QDGXQL2,"Wireless Network Camera, Baby, Pet Monitor with Motion Detection and Night Vision and Smartphone alerts",0,0,0,0,0,0,0,0,0,0,1,49.95,0,0,0,0,0,0,0,0,0,0,0,0,2,59.32
B07XYWD4MJ,"Wireless Outdoor Security Camera Solar Battery,FUVISION 1080P Home Security Camera,IP66 Waterproof,Night Vision,10400mAh Battery,2-Way Audio,Motion Detect and SD Card Slot Cameras for Home Security",0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5550.63,187,25424.19,338,44789.92,264,36584.37,128,17691.8,190,26113.3
B07ZH6BPWX,"Wireless Outdoor Security Camera, 10400mAh Rechargeable Battery-Powered 1080P WiFi Camera, Motion Detection, 2-Way Audio, Night Vision, IP66 Waterproof, Cloud Storage/SD Slot, 2.4G WiFi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2764.05,424,38014.97,757,71589.66,402,33609.33,256,21269.58
B07X75D9YY,"Wireless Outdoor Security Camera, KAMTRON 1080P Home Security Rechargeable Battery Powered Camera 2.4G WiFi with Night Vision, Motion Detection and 2-Way Audio, IP65 Waterproof,Cloud Service, Black",0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,24721.34,1114,84988.62,1073,83847,809,58749.03,690,54702.57,648,51470.51
B082D4C73J,"Wireless Outdoor Security Camera, MECO 1080P Rechargeable Battery WiFi Camera, Indoor/Outdoor Surveillance Home Camera with Motion Detection, Night Vision, 2-Way Audio, Waterproof, Cloud/Micro SD Card",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,63220.27,1508,110151.97,1247,88132.26,1124,86362.2
B07WN2X9K3,"Wireless Outdoor Security Camera, YXwin 1080P HD Rechargeable Battery Powered Home Security WiFi Camera with Night Vision, Motion Detection, 2-Way Audio, Cloud Storage",0,0,0,0,0,0,0,0,0,0,0,0,25,1999.75,327,25920.74,286,22136.24,428,29408.31,167,11803.14,155,12217.07,132,10503.01
B07YFTK5NJ,"Wireless Outdoor Security Camera,ieGeek Rechargeable Battery Powered Outdoor/Indoor Surveillance Home Security Camera with Motion Detection,25m IR Night Vision,2-Way Audio,Cloud&Micro SD Card Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,11822.54,852,67418.86,1586,126115.59,727,54298.06,355,28175.2,225,17863.48
B081PGLP2C,"Wireless Outdoor Solar Battery Security Camera,Soliom 1080P HD WiFi Home Surveillance Camera with PIR Motion Sensor,2-Way Audio,Camouflage Color and Large Solar Panel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,7511.77,41,5159.21,57,6962.17
B0816RV4BF,"Wireless Outdoor WiFi Security Camera, Rechargeable Battery-Powered Home Security Camera, 1080P Night Vision/Waterproof, PIR Motion Detection, 2-Way Audio, Compatible with Cloud Storage/SD Slot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.14,989,95585.18,1332,133365.87,1837,182213.11
B07W6PXRR8,"Wireless Pan Tilt Solar Power WiFi Security Camera System, Indoor/Outdoor Surveillance Battery Camera, Night Vision, 1080P Video with Motion Detection, 2-Way Audio, Waterproof, Support Cloud Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,814.13,345,54879.73,581,92074.23,645,99414.06
B07TCX4SC6,"Wireless Rechargeable Battery Powered Camera, WiYA 2.4G WiFi Wire-Free Security Camera HD for Outdoor/Indoor, Home Surveillance Camera with Waterproof?2-Way Audio?Night Vision?PIR Motion Sensor",0,0,0,0,0,0,0,0,569,46280.68,86,7269.52,149,13571.61,463,37975.22,400,31647.82,437,34712.43,276,21877.14,197,15617.54,129,10232.32
B07X935V92,"Wireless Rechargeable Battery Powered Outdoor Camera, CONICO 1080P Home Security Camera with 2-Way Talk, Wi-Fi IP Camera with Motion Detection Night Vision, Cloud Storage",0,0,0,0,0,0,0,0,0,0,0,0,32,2549.14,1320,104631.07,1789,137093.21,1903,129265.49,1685,105589.06,1143,74555.37,626,47593.69
B07TMQ556P,"Wireless Rechargeable Battery Powered Security Camera with Solar Panel, 1080p HD Waterproof Outdoor Home Surveillance with Motion Detection, Two Way Audio, Night Vision-Work with Alexa(2 Pack)",0,0,0,0,0,0,0,0,36,7055.53,67,13232.61,90,17517.36,51,9369.42,12,2026.67,0,0,0,0,0,0,0,0
B07L89YLHG,"Wireless Rechargeable Battery Powered WiFi Camera with 32GB SD Card, Home Security Camera, Night Vision, Indoor/Outdoor, 1080P Video with Motion Detection, 2-Way Audio, Waterproof, Also Cloud Storage",0,0,0,0,127,10912.17,782,61889.3,1013,77985.97,1262,100390.64,942,74810.81,868,69017.8,460,33954.37,403,31136.72,230,16533.73,277,19189.49,280,19588.08
B07PM2NBGT,"Wireless Rechargeable Battery Powered WiFi Camera, Home Security Camera, Night Vision, Indoor/Outdoor, 1080P Video with Motion Detection, 2-Way Audio, Waterproof, compatible with Cloud Storage/SD Slot",0,0,0,0,4,355.25,2833,227872.95,6848,529950.96,4512,358776.65,6596,525725.27,8178,654220.33,10390,772980.11,13096,953204.31,9433,613254.04,6358,431215.53,4815,351428.94
B081C5VWWB,"Wireless Rechargeable Battery Powered WiFi Camera, Home Security Camera, Night Vision, Indoor/Outdoor, 1080P Video with Motion Detection, 2-Way Audio, Waterproof, compatible with Cloud Storage/SD Slot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2527.7,56,4417.45,39,3131.07,58,4619.13
B0815W8PQV,"Wireless Rechargeable Battery Powered WiFi Camera, Indoor/Outdoor Home Security Camera with Spotlight, 1080P HD, Motion Detection, Color Night Vision, 2-Way Audio, IP66 Waterproof, SD Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,6688.25,184,14474.41,183,14187.72,308,23920.33
B07V4N8GH2,"Wireless Rechargeable Battery Powered WiFi Camera, Outdoor Security Camera with 2-Way Audio, 1080P Home Surveillance Camera with Motion Detection Night Vision, Cloud Storage/SD Slot",0,0,0,0,0,0,0,0,0,0,71,5560.16,164,13132.13,272,21454.63,591,40610.22,934,60502.77,413,31992.63,136,10786.4,109,8631.52
B07MVFYNSC,"Wireless Rechargeable Battery-Powered Outdoor Camera, WiFi 1080P Indoor Home Security Camera with PIR Motion Detection, Night Vision, 2-Way Audio, Waterproof, Cloud/MicroSD Card Storage 2.4Ghz WiFi",0,0,0,0,245,21922.59,518,42855.11,142,11279.29,146,11614.94,160,11992.72,164,13026.17,73,5796.2,60,4735.18,84,6708.05,127,8802.4,175,10559.5
B0816SRHYZ,"Wireless Rechargeable Battery-Powered Security Camera, 1080P Outdoor WiFi Camera with 2-Way Audio, Home Camera with Motion Detection, Night Vision, Cloud Storage/SD Slot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1721.57,377,26761.07,127,9959.19,110,7375.63,57,4110.58
B07R9MRMDR,"Wireless Security 1080P HD Camera - BENEVE WiFi IP Camera, Baby Monitor, Indoor/Outdoor, Night Vision for Home/Office/Baby/Nanny/Pet Monitor with iOS, Android App, Cloud Service",0,0,0,0,0,0,8,239.92,123,3731.21,30,980.42,33,1106.12,20,701.54,45,1396.43,129,3658.12,56,1669.51,11,335.97,0,0
B07SR8KNKR,"Wireless Security Camera - MSAFF 1080P HD Indoor WiFi Home Cameras with 32GB MicroSD Card, Pan/Tilt/Zoom Baby Pet Monitor w/2 Way Audio, Night Vision, Motion Detection",0,0,0,0,0,0,21,859.82,87,2820.47,36,1473.28,51,1764.66,129,4827.19,30,1040.16,15,517.65,2,70.49,5,175.81,0,0
B081QP8XHF,"Wireless Security Camera 1080P | 180 Degree Panoramic Camera with Motion Detection,Night Vision,Two-Way Audio,Home Security WiFi IP Camera for Office/Baby/Nanny/Pet Monitor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,132.89,1,44.16
B07FBBV99D,Wireless Security Camera 1080P HD WiFi Home Surveillance Camera with Temperature Alarm WiFi Camera for Baby Elder Pet Nanny Monitor with Night Vision,0,0,63,2521.28,208,9965,783,38809.4,784,29922.36,65,1391.38,84,2756.34,21,826.34,110,4768.83,41,1773.56,52,1870.71,33,1190.51,293,13311.5
B081GLT4D3,"Wireless Security Camera 1080P Pet Camera-WIFI Indoor Surveillance IP Home Camera with Pan/Tilt/Zoom, Sound Detect, Motion Tracking & Alert,Two Way Audio, Dog/Elder/Nanny/Baby Monitor Night Vision Cam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.02,38,1741.6,35,1601.67,58,2598.04,205,9271.93
B082PVXG5F,"Wireless Security Camera 1080P, 180ç Panoramic Camera with Night Vision, Two-Way Audio,Wireless Home Camera Support Motion Detection,Up to 128GB SD Card (2 Pack)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79.42,34,2691.31,34,2411.88
B07TJRYVZ3,"Wireless Security Camera 1080P, ANRAN Pan/Tilt/Zoom WiFi IP Home Surveillance Camera with Cloud Service, Panoramic View, Intelligent Motion Tracker, Two-Way Audio, Night Vision for Elder/Baby/Pet",0,0,0,0,0,0,0,0,165,5821.63,19,748.27,20,719.36,24,728.89,20,799.06,46,1820.78,20,795.53,68,2889.5,0,0
B07TBQS6CG,"Wireless Security Camera 1080P,180 Degree Panoramic Camera with Motion Detection,Night Vision,Two-Way Audio,Home Security WiFi IP Camera for Office/Baby/Nanny/Pet Monitor (Black-1 Pack)",0,0,0,0,0,0,0,0,40,1797.51,18,859.83,8,311.92,8,271.28,9,331.39,12,482.52,16,628.63,24,952.44,10,465.12
B07TG32M46,"Wireless Security Camera 1080P,180 Degree Panoramic Camera with Motion Detection,Night Vision,Two-Way Audio,Home Security WiFi IP Camera for Office/Baby/Nanny/Pet Monitor (Black-2 Pack)",0,0,0,0,0,0,0,0,91,7032.61,32,2665.83,28,1988.02,11,742.38,30,2146.63,24,1623.6,25,1832.62,35,2580.16,1,94.52
B07L56LL81,"Wireless Security Camera 1080P,180 Degree Panoramic Camera with Motion Detection,Night Vision,Two-Way Audio,Home Security WiFi IP Camera for Office/Baby/Nanny/Pet Monitor (White-2 Pack)",0,0,0,0,297,24651.17,376,32360.37,170,12739.86,118,9460.57,61,4822.2,41,3234.08,35,2797.46,64,4605.16,29,2334.81,47,3801.26,34,2959.36
B07TKN2JQJ,"Wireless Security Camera 1080P,180 Degree Panoramic Camera with Motion Detection,Night Vision,Two-Way Audio,Home Security WiFi IP Camera for Office/Baby/Nanny/Pet Monitor (White-Battery01)",0,0,0,0,0,0,0,0,20,2370.56,18,1978.43,7,736.63,13,1363.28,6,575.71,3,316.22,2,208.4,3,253.82,21,1544.51
B07T4678FX,"Wireless Security Camera 1536P Pet Camera, CONICO 3MP Dog Cam Baby Monitor 360ç Viewing 8X Zoom, 2-Way Audio, Surveillance Camera with Motion Sound Alerts Night Vision Cloud Storage Works with Alexa",0,0,0,0,0,0,0,0,191,12539.63,536,35148.26,810,49754.56,1233,73458.15,1007,55109.59,1262,66309.54,773,39762.34,430,21395.17,214,10645.56
B07V9LRY85,"Wireless Security Camera HD 1080P Outdoor/Indoor Surveillance Cameras -Two Way Audio Talk WiFi Camera, PIR Motion Sensor IR Night Vision Detection, Build in Rechargeable Batteries SD Card Slot White",0,0,0,0,0,0,0,0,5,0.55,105,8681.06,195,15277.67,272,20711.86,339,23308.5,316,22373.95,158,12522.54,58,4799.15,24,1909.6
B07K6C937B,"Wireless Security Camera Surveillance System with Motion Detection and Audio for Home Outdoor Indoor, Smart 2.4GHz WiFi 2MP Bullet IP Camera with iOS/Android APP, Pre-Installed 32GB SD Card Record",0,0,9,437.4,91,4939.63,221,13179.11,95,5650.23,103,6040.75,45,2561.26,45,2632.14,21,1181.8,7,287.34,0,0,0,0,0,0
B07TBZN6MY,"Wireless Security Camera System Outdoor, ANRAN 4 Channel 1080P HD NVR with 4 Pcs 1.3MP Night Vision IP Security Surveillance Home 960P Video Cameras, Plug and Play, APP Easy Remote View, NO Hard Drive",0,0,0,0,0,0,0,0,13,2182.91,14,2288.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B01M8KQ204,"Wireless Security Camera System Outdoor,CANAVIS 4 Channel 960P DVR 4Pcs 720P 1.3MP Night Vision IP Security Surveillance Cameras Home, Plug&Play,Easy Remote View, NO HDD",1595,247847.71,876,131536.37,333,47417.16,309,42066.33,36,5285.62,51,6642.57,31,4262.86,31,4287.68,19,2583.79,6,864.45,7,1004.58,6,890.45,13,1788.34
B07MQRDV6H,"Wireless Security Camera System, NexTrend 8 Channel 1080P Home Video Surveillance System, 4 960P(1.3 MP) Waterproof Security Cameras, 1TB Hard Drive, Plug Play Indoor Outdoor Security Camera System",0,0,0,0,98,21564.66,142,30359.5,61,12750.09,41,8883.58,19,4230.95,9,1952.56,21,4300.65,53,9738.72,44,8166.1,41,7695.8,28,5107.35
B07TKTLRMB,"Wireless Security Camera System,1080P Outdoor Home WiFi Security Surveillance Camera System, 8Pcs 2.0 Megapixel 1080P Wireless IP Camera with 3TB Hard Drive, Night Vision, Remote View",0,0,0,0,0,0,0,0,0,0,8,3405.92,19,7868.37,41,16692.1,54,21969.35,87,33330.47,76,28408.99,88,33613.02,27,10515.97
B0831KDFH4,"Wireless Security Camera UOKIER WiFi Indoor Pet Camera IP Camera Pan/Tilt/Zoom, 1080P Baby Monitor with Smart Motion Detection, Motion Tracking, Night Vision, 2-Way Audio, Support TF/Cloud Storage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,6825.47,403,17067.62,141,5722.34
B06XG2QYX9,"Wireless Security Camera with Two-way Audio - KAMTRON 1080P HD WiFi Security Surveillance IP Camera Home Baby Monitor with Motion Detection Night Vision, Black",3399,264844.6,4732,287284.42,2163,114342.6,1968,106961.84,1079,53860.77,778,41821.11,832,40440.28,781,37225.36,931,42708.12,1456,63566.27,761,35044.05,598,27449.26,458,19723.68
B07FKNB6HZ,"Wireless Security Camera, 720P HD Home WiFi Wireless Security Surveillance IP Camera Motion Detection Pan/Tilt, 2 Way Audio Night Vision Baby Monitor, Nanny Cam (White)",0,0,98,1920.95,83,1609.38,274,5530.88,119,2563.83,166,3630.93,149,3270.13,96,2094.72,92,2068.86,75,1651.24,76,1688.25,46,1014.07,44,987.73
B07Q6TSZ5H,"Wireless Security Camera, 720P HD Home WiFi Wireless Security Surveillance IP Camera with Motion Detection Pan/Tilt, 2 Way Audio and Night Vision Baby Monitor, Nanny Cam",0,0,0,0,0,0,95,2839.26,67,1976.82,49,1253.31,11,269.81,0,0,0,0,0,0,0,0,0,0,0,0
B083J1MJ2Q,"Wireless Security Camera, 720P HD Home WiFi Wireless Security Surveillance IP Camera with Motion Detection Pan/Tilt, 2 Way Audio and Night Vision Baby Monitor, Nanny Cam(White)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,218.64,7,216.67,1,28.99
B07SRWTP1T,"Wireless Security Camera, Bioxo 1080P WiFi IP Home Surveillance Camera, Pan/Tilt/Zoom Camera for Pet/Elder/Baby Monitor with Motion Detection, Night Vision Black",0,0,0,0,0,0,0,0,0,0,0,0,1,49.99,110,5483.68,37,1784.38,28,1225.6,34,1390.42,22,881.31,8,316.61
B07QXQ2Y68,"Wireless Security Camera, HD Home Security Surveillance WiFi Camera with Motion Detection, Pan/Tilt, Night Vision and Two Way Audio, Baby/Pet Monitor and Nanny Cam",0,0,0,0,0,0,6,236.59,36,1271.55,36,1174.56,1,32.99,6,211.36,0,0,0,0,0,0,0,0,0,0
B07QXQKPQ4,"Wireless Security Camera, HD Home Security Surveillance WiFi Camera with Motion Detection, Pan/Tilt, Night Vision and Two Way Audio, Baby/Pet Monitor and Nanny Cam",0,0,0,0,0,0,11,436.54,8,291.97,9,291.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07R33H1LR,"Wireless Security Camera, HD Home Security Surveillance WiFi Camera with Motion Detection, Pan/Tilt, Night Vision and Two Way Audio, Baby/Pet Monitor and Nanny Cam",0,0,0,0,0,0,7,279.93,16,629.8,5,164.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07NK9QH64,"Wireless Security Camera, Home Security Surveillance WiFi Camera with Motion Detection, Pan/Tilt, Night Vision and Two Way Audio, Baby/Pet Monitor and Nanny Cam",0,0,0,0,0,0,121,5061.97,35,1400.42,4,159.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07QVQHT88,"Wireless Security Camera, IP65 Waterproof Rechargeable WiFi Home Security Camera, Indoor/Outdoor 1080p IP Surveillance System with Motion Detection, Night Vision, 2-Way Audio Talk on iOS, Android App",0,0,0,0,0,0,39,2700.78,49,3316.64,58,3868.97,8,548.42,4,279.96,3,204.22,2,137.45,0,0,0,0,0,0
B081B1CGX8,"Wireless Security Camera, Upgraded Native 1080P WiFi Dog Pet Camera, Meyoung Wireless Indoor Pan/Tilt/Zoom Home Camera Baby Monitor IP Camera - Night Vision,Motion Detection,2-Way Audio,Cloud Service",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,674.48,118,4652.08,34,1349.86,27,1069.95,3,118.7
B07P5PYTVM,"Wireless Security Camera, Wireless IP Security Surveillance System with Night Vision/Two Way Audio for Home/Office/Baby/Nanny/Pet Monitor, Nightvision Camera",0,0,0,0,384,12291.75,710,23400.44,263,8616.6,73,2393.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07Q9YL33P,"Wireless Security Camera,2MP 1080P Dome Surveillance IP Camera with WiFi Indoor Home Smart Night Vision/Two-Way Audio,2.4Ghz Camera for Baby/Elder/Pet/Nanny Monitor with Cloud Service/Android,iOS App",0,0,0,0,0,0,146,4530.64,147,5147.37,329,11552.76,157,5785.81,124,4303.66,94,2903.33,74,2174.01,41,1198.75,40,1169.4,30,861.07
B07KR1LZMX,"Wireless Security Camera,Baby Monitor 1080P Pet Camera Surveillance Home Indoor Dome Camera 2.4Ghz WiFi withTwo Way Audio Pan/Tilt/Zoom Night Vision Motion Detection",0,0,54,3225.24,88,4917.83,181,9914.51,76,3975.51,9,445.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B073TV468N,"Wireless Security Camera,KAMTRON HD WiFi Security Surveillance IP Camera Home Monitor with Motion Detection Two-Way Audio Night Vision,White",1209,70911.42,4290,203271.23,4149,187928.2,4148,190298.87,2321,106282.85,1473,67558.69,1836,72072.19,1129,47873.88,2068,77962.85,2874,111649.15,1342,53579.93,1276,50846.15,938,37254.13
B07ZJKNJVT,"Wireless Security Camera,Upgrade 4MP Baby Monitor Pet Camera Indoor Home Camera System with Sound Detection 2 Way Audio Cloud Service Night Vision, Support iOS/Android TF Card for Pets Elders Babies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,944.58,25,1891.63,21,1301.32,19,776.02,37,1469.76
B07RSFLFLV,"Wireless Security WiFi IP Camera Baby Pet Monitor Indoor Dome Camera with Night Vision, 2-Way Audio, Motion Detection and Cloud Storage Support 2.4G WiFi (Black & White) (Black & White)",0,0,0,0,0,0,33,1317.27,52,1780.85,8,296.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07RTJRBF7,"Wireless Security WiFi IP Camera Baby Pet Monitor Indoor Dome Camera with Night Vision, 2-Way Audio, Motion Detection and Cloud Storage Support 2.4G WiFi (Black & White) (White)",0,0,0,0,0,0,8,316.57,11,404.54,10,370.57,21,754.18,44,1757.06,4,159.96,0,0,0,0,0,0,0,0
B07WRQ9FK2,"Wireless Smart Home Camera, 1080p HD Indoor 2.4G IP Security Surveillance System with Night Vision 2-Way Audio for Home Office Baby Nanny Pet Monitor with iOS, Android App",0,0,0,0,0,0,0,0,0,0,0,0,15,342.86,144,3748.97,310,6155.86,516,10464.35,238,4850.06,312,6332.79,160,3208.44
B07R9X7998,Wireless Surveillance Camera IP Dome Camera Home Security 1080P Baby Monitor Nanny Pet Cam with Night Vision Motion Tracking 2-Way Audio,0,0,0,0,0,0,16,630.63,18,711.58,24,947.16,7,272.93,10,384.3,12,466.05,6,244.04,13,497.79,9,406.01,5,225.6
B07MT3LLY5,"Wireless WiFi Camera, 1080P HD Wireless Night Vision Camera, Pet Monitoring Baby Camera, Built-in 32G Memory Card?Cloud Service, Remote Detect for iOS/Android",0,0,0,0,104,4371.58,362,13807.58,290,8294.63,236,7044.94,229,6906.55,358,10310.16,202,5738.74,643,19101.55,675,17847.68,478,13968.12,169,6071.28
B081G9GZWV,"Wireless WiFi Security Camera System (4Pcs), UNIOJO 1080P NVR with 10.1 inches LCD Touch Screen Monitor, 4 HD 2.0 Megapixel Night Vision IP66 Waterproof IP Security Surveillance Camera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5951.41,18,6852.76,23,9159.15,27,10695.54,49,19472.47
B07QFZKJ21,"WOpet Smart Pet Camera:Dog Treat Dispenser, Full HD WiFi Pet Camera with Night Vision for Pet Viewing,Two Way Audio Communication Designed for Dogs and Cats,Monitor Your Pet Remotely",0,0,0,0,0,0,171,25231.01,410,54858.37,113,16736.82,305,42135.63,700,93268.04,2044,242616.44,6853,820456.19,828,114743.41,569,78723.85,464,64156.76
B07N5BBFZY,"WOPET SmartFeeder,Automatic Pet Dog and Cat Feeder,6-Meal Auto Pet Feeder with Timer Programmable,HD Camera for Voice and Video Recording,Wi-Fi Enabled App for iPhone and Android",0,0,0,0,155,23103.13,552,92337.63,392,66127.74,174,29602.44,56,9534.27,345,58038.64,433,69397.91,961,155866.65,505,85069.01,376,63272.06,267,44743.41
B081Y92L2T,"WOV Baby Monitor 1080P FHD WiFi Security Camera with Motion Tracking/Detection IR Night Vision Two-Way Audio Baby/Elder/Pet Monitor for Indoor Home Shop Office,SD Card Included",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,912.49,30,991.15,29,916.97
B07G2YR23M,"Wyze Cam 1080p HD Indoor Wireless Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant (Pack of 2), White - WYZEC2X2",0,0,19951,957336.33,45530,2258510.08,53154,2626746.91,30658,1405513.05,13423,634352.15,18687,893644.72,24004,1088218.62,24922,1140679.09,35720,1641343.29,25473,1162897.48,34382,1320090.55,19717,904701.2
B076H3SRXG,"Wyze Cam 1080p HD Indoor Wireless Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant, One Pack, White - WYZEC2",22789,636291.32,440815,10595815.27,138747,3522408.15,158459,3993932.11,84732,1923764.58,77149,1872638.81,61751,1495855.83,61563,1503851.57,77163,1770545.33,164004,3529066.61,53701,1273946.69,46729,1110455.71,45212,1090188.6
