ASIN,Name,20171,20172,2018,,2019 Q1,,2019 Q2,,July,Julym,August,Augustm,September,Septemberm,October,Octoberm,November,Novemberm,December,Decemberm,January,Januarym,February,Februarym,March,Marchm
ASIN,Item Name,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS,Quantity Shipped,GMS
B07DGR98VQ,"Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant, White - WYZECP1",0,0,164375,5971227.72,104820,3854458.35,110750,4015118.16,55895,1785540.66,40315,1443405.19,37496,1292747.65,38291,1368786.39,40289,1391323.13,60350,2021333.78,46167,1600172.42,39047,1357535.8,32589,1175891.13
B07R3H3N97,Wyze Cam V2 1080P Indoor Smart Home Camera with Wyze Sense Starter Kit,0,0,0,0,0,0,4004,187719.48,4806,224568.09,3883,180296.42,4280,189156.12,4599,196883.86,4592,192957.42,14580,553634.66,4519,188342.29,3770,158568.08,3185,141624.68
B07TPRXS2B,"Xcentz Security Camera 1080P Wireless Home Indoor Security Camera WiFi IP Pet Camera Baby Monitor with Two Way Audio, Night Vision, Cloud Storage, Compatible with Alexa (Black)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,757.19,28,1109.82,8,392.7,5,255.3,7,343.83
B07MV633NC,"xmartO Wireless Security Camera Battery-Operated, for Home Security, Baby Monitor, Pet Camera, Rechargeable Battery, Pir Motion Detection, 2 Way Audio, Night Vision, 16GB Storage",0,0,0,0,8,479.92,65,3630.81,65,3734.26,22,1320.83,12,719.88,14,847.64,9,535.78,1,59.99,0,0,0,0,0,0
B019KH5VMU,"XMARTO Wireless Security Camera System Outdoor/ Indoor for Home,1080p Surveillance NVR System, 960p WiFi IP Cameras with 1024GB Hard Disk (Plug N Play, Built-in Router, Easy View on Mobile/PC/Mac)",1264,339458.96,1601,417227.5,213,48916.49,253,56841.4,114,26876.5,66,15117.24,66,11987.27,63,14441.78,108,20320.34,93,19315.69,71,13232.11,66,12681.44,64,12471.79
B07ZV7JX6G,"XTU Wireless Security Camera, 1080P Pet Camera with Motion Detection, Two-Way Audio, Night Vision, Compatible with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,167.25,0,0,0,0,0,0,2,79.38
B07NWNJSTL,"XVIM 1080P H.264 Home Wired Security Cameras System, 8CH 1080P HD DVR 8pcs 1080P 1920TVL Outdoor Indoor Waterproof Surveillance Cameras with Live Viewing 85FT Night Vision(No HDD)",0,0,0,0,0,0,14,2145.19,100,18762.04,19,3579.11,32,5777.26,71,11835.05,159,24615.71,315,46222.59,223,35740.14,179,28587.27,159,25247
B07Y86PCSV,"XVIM 1080P HD CCTV Camera Indoor Outdoor Weatherproof Home Security Camera 24 IR LEDs 85ft Night Vision, Can Adjust Mode Support AHD/TVI/CVI/Analog Aluminum Metal Housing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,103.96,13,337.87,20,521.3,28,722.19,27,702.03,22,491.33
B07S6R79ZR,"XVIM 1080P HD CCTV Camera Indoor Outdoor Weatherproof Home Security Camera 24 IR LEDs 85ft Night Vision,Aluminum Metal Housing",0,0,0,0,0,0,0,0,97,2341.74,169,4057.42,222,5327.51,136,3301.13,139,3236.22,178,4063.92,134,3104.44,3,68.16,0,0
B07RR7RCH8,"XVIM 1080P Home Security Camera System 4CH CCTV DVR Recorder 4pcs Full HD 1080P 1920TVL Indoor Outdoor Waterproof Surveillance Cameras Night Vision, Motion Alert, Easy Remote Access (No Hard Drive)",0,0,0,0,0,0,43,5283.54,202,24054.48,275,32904.31,200,22791.32,114,12935.06,147,14987.8,339,32720.59,192,19141.99,207,20613.85,168,16752.56
B07TRLKZMZ,"XVIM 1080P Wireless Security Cameras System, 4CH Video Security System with 4pcs 2.0 Megapixel Indoor/Outdoor Wireless Surveillance Cameras 85ft Night Vision,No Hard Drive",0,0,0,0,0,0,0,0,0,0,21,4067.8,31,5524.68,15,2615.52,13,2103.54,42,6219.9,53,7875.35,55,8151.94,21,3209.38
B07TS2G7TN,"XVIM 12"" Monitor Wireless Security Camera System with 1TB Hard Drive for Home, 4pcs 2.0MP Outdoor Waterproof IP Cameras, 4 Channel HD 1080P WiFi Video Surveillance Cameras DVR Kits,Easy Remote View",0,0,0,0,0,0,0,0,0,0,7,2099.93,28,8140.25,18,5169.7,14,3965.5,34,9293.67,41,10930.27,33,9029.43,38,10376.36
B07L4GVHST,"XVIM 720P 4CH Home Security Camera System Wired Outdoor,1080P HDMI CCTV DVR Recorder with 4Pcs 720P Night Vision Indoor Outdoor Weatherproof Bullet Surveillance 1.0MP Cameras(No Hard Drive)",0,0,0,0,86,7918.74,673,63234.88,414,39597.15,281,26851.92,146,14401.36,82,8264.97,81,7798.61,278,21577.63,185,14846.09,56,5010.28,21,1840.4
B07RTB8F6C,"XVIM 720P HD CCTV Camera Indoor Outdoor Home Security Dome Camera 24 IR LEDs 85ft Night Vision,Aluminum Metal Housing(NO Hard Drive)",0,0,0,0,0,0,13,1494.37,58,5817.69,53,5317.25,107,10763.31,47,4769.3,173,15885.62,186,14964.08,35,2824.75,30,2365.88,49,3857.6
B07FL4N6C6,XVIM 720P Outdoor Home Security Camera System - 8 Channel 1080N DVR 1TB Hard Drive 8 HD Bullet Surveillance Cameras with Night Vision and Motion Detection,0,0,1,229.74,348,73082.17,1238,261414.47,443,87200.48,117,23872.74,88,18035.38,85,17290.89,56,11940.46,325,55867.12,179,32051.47,47,8896.35,4,752.32
B07NWC3DGK,"XVIM 8CH 1080P Home Security Camera System with 2TB Hard Drive Outdoor IP66 Waterproof CCTV Recorder 8pcs HD 1920TVL Upgrade Home Surveillance Cameras with Night Vision, Easy Remote Access",0,0,0,0,0,0,10,1487.55,0,0,0,0,0,0,0,0,14,3400.51,119,28056.69,94,22418.16,105,23035.89,229,50968.77
B07MZQ7HR2,XVIM 8CH 1080P Security Camera System Home Outdoor 1TB Hard Drive Pre-Install CCTV Recorder 4pcs HD 1920TVL Upgrade Surveillance Cameras with Night Vision Easy Remote Access Motion Alert,0,0,0,0,15,2685.02,885,164788.1,610,106696.57,366,61342,254,42575.15,220,36393.19,312,47926.61,704,100690.83,385,54631.32,437,61057.36,694,97074.62
B07MZPV6BW,XVIM 8CH 1080P Security Camera System Outdoor with 1TB Hard Drive Pre-Install CCTV Recorder 8pcs HD 1920TVL Upgrade Outdoor Home Surveillance Cameras with Night Vision Easy Remote Access Motion Alert,0,0,0,0,17,3887.92,730,169918,607,125990.48,495,107301.37,725,145528.22,621,126338.99,639,135534.31,855,182684.21,583,119745.62,637,127461.08,702,140641.4
B07HYM4CM8,"XVIM 8CH 720P Video Security Camera DVR System, 4 HD 1.0MP Indoor Outdoor Dome CCTV Surveillance Cameras with 85ft Night Vision, 1TB Hard Drive",0,0,2,349.73,232,35197.61,800,118179.9,185,26618.49,136,17987.01,73,10016.02,131,17875.79,185,25371.39,110,15379.61,1,147.79,0,0,1,85.32
B07RJ57VFT,"XVIM 8CH H.264 Home Security Camera System, 8 AHD 720P Indoor Outdoor Waterproof Surveillance Cameras 1080N DVR Recorder with 85FT Night Vision and Motion Alert (No Hard Drive)",0,0,0,0,0,0,4,594.54,15,2252.49,31,4738.59,3,467.02,14,2174.73,22,3491.43,29,4605.11,8,1279.69,6,945.25,3,473.36
B0823B42KN,"XVIM H.264 2MP Wireless Security Cameras System, 4CH 1080P HD DVR 4pcs 1080P Wireless Outdoor Indoor Waterproof Surveillance Cameras 100FT Night Vision ?with 1TB HDD?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,968.71,104,18859.31,133,24899.7,87,16368.72,40,7782.13
B07VH9FBNZ,"XVIM H.264 2MP Wireless Security Cameras System, 8CH 1080P HD DVR 8pcs 1080P Wireless Outdoor Indoor Waterproof Surveillance Cameras 85FT Night Vision ?with 2TB HDD?",0,0,0,0,0,0,0,0,0,0,10,3488.79,89,29826.18,59,20332.16,29,10024.4,38,13015.25,48,16442.82,45,15333.01,44,14336.31
B07NWKDXYC,"XVIM H.264 Wireless Security Cameras System, 4CH 1080P HD NVR 4pcs 720P Wireless Outdoor Indoor Waterproof Surveillance Cameras 85FT Night Vision ?with 1TB HDD?",0,0,0,0,0,0,12,2135.08,176,34663.82,13,2715.95,16,2995.14,48,8928.76,46,8576.58,71,13301.49,18,3416.6,1,187.22,0,0
B082XRZJGK,"XYZCREAT Automatic Pet Feeder 7L Food Dispenser for Dogs and Cats, Smart Dog Feeder with HD Camera for Voice and Video Recording, Programmable Timer for up to 10 Meals Per Day",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2078.22,20,2921.6
B07PQ1FWTV,"YESKAMO [Floodlight & Touchscreen] Outdoor Wireless Security Camera System with 7"" Portable Touchscreen Monitor 2 Floodlight 1080P WiFi IP Cameras for Home Video Surveillance, Two Way Audio",0,0,0,0,2,458,54,11610.22,25,5298.67,9,1914.47,10,2150.4,8,1710.1,4,936.33,2,492.82,0,0,1,253.31,0,0
B07YC4QW54,"YESKAMO Dog Camera Pet Monitor 1080P HD Home WiFi Security Camera Wireless, Indoor Pan Tilt Zoom IP Camera for Dog/Pet/Elder/Baby, 2 Way Audio, Full Surveillance & Motion Tracking, Work with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,175.96,17,705.44,21,779.58,13,418.81,12,292.93,5,203.55
B07YFNFFHC,YESKAMO Security Camera Wireless 3 MP Indoor WiFi IP Camera Baby Monitor Pet Camera with 2 Way Audio Cloud Storage Motion Sound Alert Remote Viewing Pan Tilt Zoom Surveillance Kit for Home Shop Office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1034.88,9,527,4,227.4,3,178.82,3,178.73
B01CW4AR9K,"YI 1080p Home Camera, Indoor IP Security Surveillance System with Night Vision for Home / Office / Nanny / Pet Monitor with iOS, Android App, Cloud Service Available - Works with Alexa",54792,3060786,118745,4464151.31,30562,930110.49,33932,989609.47,12012,337528,10906,285052.21,10668,278444.17,9465,246994.89,11824,298090.74,15658,380941.26,15858,365825.04,23544,486673.76,16578,336766.52
B01CW4ASS0,"YI 2pc Home Camera, 1080p WiFi IP Security Surveillance System with 24/7 Emergency Response, Free Motion Alerts, Night Vision, Baby Monitor on iOS, Android App - Cloud Service Available",0,0,2070,126822.11,6631,434211.75,7646,530754.43,5899,390493.36,838,50018.59,23,1368.91,9,539.91,2,119.98,3,223.23,0,0,4,265.03,1,49.2
B01CW4BVU4,"YI 2pc Smart Security Camera 3, AI-Powered 1080p Home Camera System IP Cam with 24/7 Emergency Response, Human Detection, Sound Analystics, 2.4G Wi-Fi, App for Nanny Monitor - Works with Alexa",0,0,0,0,0,0,0,0,93,6647.23,1776,124149.82,1474,102371.77,2416,168013.25,1631,112789.17,5103,260659.16,2714,165048.92,2906,183901.2,1794,119299.14
B076BL7JVS,"YI 2pcs Home Camera, 720p Wireless IP Security Surveillance System with Free Motion Alerts Cloud 6-Seconds Clips, Night Vision, Baby Monitor on iOS, Android App - Cloud Service Available",0,0,46692,2384607.44,2720,151037.69,433,24321.03,734,38735.98,1014,47627.41,1236,56840.46,1721,71896.93,2157,87512.14,1705,72264.63,42,1925.37,16,730.2,0,0
B01CW4CEMS,"YI 4pc Home Camera, 1080p Wi-Fi IP Security Surveillance Smart System with 24/7 Emergency Response, Night Vision, Dog Monitor on Phone App, Cloud Service - Works with Alexa",20,3776.68,25407,3319457.44,14871,1780007.28,13019,1538081.21,8320,977007.94,4161,488865.02,2904,341194.03,2806,329736.87,2523,295727.38,7281,651050.56,5591,525117.96,7160,675513.8,5518,537486.75
B076BNBRKR,"YI Cloud Home Camera, 1080P HD Wireless IP Security Camera Pan/Tilt/Zoom Indoor Surveillance System with Night Vision, Motion Detection and Crying Detection, Remote Camera with iOS, Android App",0,0,18010,875314.74,2646,126393.76,4092,167318.77,1502,60331.72,109,4481.53,6,340.85,540,19116.3,1224,41908.11,1055,35341.94,1579,46027.96,1510,44235.48,12,402.89
B01CW4BG4K,"YI Dome Camera Pan/Tilt/Zoom Wireless IP Indoor Security Surveillance System 720p HD Night Vision, Motion Tracker, Auto-Cruise, Remote Monitor with iOS",69073,2825729.2,110394,4074857.87,23819,776899.82,13854,463931.16,4278,137155.95,1223,36776.39,373,11189.29,13,494.77,3,173.85,3,179.72,3,89.11,2,59.52,0,0
B01CW4BLG8,"YI Dome Camera, 1080p Indoor Pan/Tilt/Zoom Wi-Fi 2.4G IP Security Surveillance System with 24/7 Emergency Response, Auto-Cruise, Motion Track, App Remote Control, Cloud Service - Works with Alexa",23146,1433311.95,38373,2160063.33,8783,403803.15,6741,335907.61,4398,216801.04,3684,148053.47,3939,157734.16,3589,143966.01,3359,130647.86,4486,160214.22,3402,118845.05,3327,113035.34,2155,71823.54
B01CW4BN5M,"YI Dome Security Camera 1080p HD Pan/Tilt/Zoom 2.4G IP Surveillance System, Optional 24/7 Emergency Response, Auto-Cruise, Motion Track, Night Vision, iOS/Android App Available - Works with Alexa",30852,1933404.65,56198,2969540.96,10179,472457.09,8609,419605.63,4474,221312.43,3080,123634.29,3052,122499.85,2769,111253.89,2587,101078.31,3197,113160.41,2247,78959.25,1618,55405.98,1617,54382.38
B01CW4C7T8,"YI Dome Security Camera 2pc, 1080p HD Indoor Pan/Tilt/Zoom IP Security Surveillance System with 24/7 Emergency Response, Night Vision, Motion Tracking, Cloud Service - Compatible with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,52392.96,463,41694.12,321,27513.31,2176,130094.14
B01CW4BZQO,"YI Outdoor Security Camera 2pc, 1080P 2.4G Wi-Fi IP Waterproof Night Vision Surveillance System with 24/7 Emergency Response, Motion Detection, Activity Alert, Deterrent Alarm, Works with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5359.08,758,99265.45,1705,210688.31,770,97210.87,524,62751.31,2199,177882.06
B01CW49AGG,"YI Outdoor Security Camera, 1080p Cloud Cam IP Waterproof Night Vision Surveillance System with 24/7 Emergency Response, Motion Detection, Activity Alert, Deterrent Alarm, Phone App, Work with Alexa",8017,681416,32841,2782343.2,7821,624422.64,8370,667044.41,5564,443243.89,2302,183663.16,2419,193018.76,1952,155498.16,891,70204.55,919,56326.97,2713,135882.82,3883,190924.61,6792,270610.31
B01CW4AZDS,"YI Smart Dome Security Camera X, AI-Powered 1080p WiFi IP Home Surveillance System with 24/7 Emergency Response, Human Detect, Sound Analytics, Time Lapse for Dog, Pet, Cat Monitor - Works with Alexa",0,0,0,0,0,0,1000,60039.16,1014,60815.72,1133,67857.31,633,38153.1,12,741.46,799,46971.01,3131,146641.29,1498,88268.25,983,58007.08,724,42555.88
B01CW49USY,"YI Smart Home Camera 3 w/ 6-Month Cloud Service, AI-Powered 1080p 2.4G Wi-Fi Indoor Security Camera System with 24/7 Emergency Response, Human Detection, Sound Analytics for Nanny Pet Dog Monitor",0,0,0,0,859,46357.37,4085,204823.78,3565,177922.03,895,44570.2,881,44074.32,298,14825.73,265,13128.4,866,32601.56,456,20881.78,348,15911.02,785,20678.08
B07VSD51HQ,"Ylife WiFi Wireless Security Camera, 1080P HD IP Camera Works with Alexa, Pan/Tilt/Zoom Video Baby Pet Monitor Camera with Two Way Audio, Night Vision, Motion Detection, Indoor Home Dome Surveillance",0,0,0,0,0,0,0,0,1,42.99,57,2532.49,218,10523.27,244,11901.8,131,6341.34,128,5933.7,52,2067.1,62,2475.56,45,1791.06
B07VYPRZPW,"Ylife WiFi Wireless Security Camera, 1080P HD IP Camera Works with Alexa, Pan/Tilt/Zoom Video Baby Pet Monitor Camera with Two Way Audio, Night Vision, Motion Detection, Indoor Home Dome Surveillance",0,0,0,0,0,0,0,0,0,0,30,1276.46,85,4064.98,124,6002.05,51,2414.45,70,3185.23,30,1193.1,36,1434.56,15,595.6
B0756TC3BM,Yooan WiFi IP Camera 720P HD Wireless Camera Baby Pet Monitor Surveillance Home Security Camera Nanny IP Cam Pan/Tilt with Motion Detection Two-Way Audio Night Vision,798,29035.95,6396,229837.29,319,10731.82,11,586.29,4,203.09,3,137.78,0,0,5,255,3,153,7,355.09,0,0,1,49.63,0,0
B083R9G95C,YuanDe 2.5A Power Adapter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48.46,47,432.02
B07RJ3LDZC,Zcen Wireless IP Camera (White),0,0,0,0,0,0,14,447.92,15,455.34,11,316.42,4,115.96,0,0,0,0,0,0,0,0,0,0,0,0
B07VS16LN4,"Zclever PTZ WiFi IP Camera, 1080P Full HD Outdoor PTZ Wireless Security Camera, 2.0MP Home Surveillance Camera, Pan Tilt 4X Digital Zoom,Dual 5DB Antenna,Detection Alarm,APP Remote Monitoring",0,0,0,0,0,0,0,0,0,0,0,0,7,419.93,36,2127.51,17,991.9,27,1577.24,23,1343.73,31,1781.66,25,1409.43
B07FS1ZLGW,"ZEBORA Baby/Pet Monitor,Through Free Mobil App SuperHD 960P Internet WiFi Wireless Network IP Security Surveillance Video Camera, Pet and Nanny Monitor with Pan and Tilt (White)",0,0,41,2167.29,40,2197.18,26,1421.79,13,708.9,14,754.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B07G48965L,"ZEBORA Baby/Pet Monitor,Through Free Mobil App SuperHD 960P WiFi Wireless Network IP Security Surveillance Video Camera, Pet and Nanny Monitor with Pan and Tilt, Two Way Audio & Night Vision (White)",0,0,48,2531.98,22,1200.66,17,925.73,15,815.75,8,430.82,1,54.99,0,0,0,0,0,0,0,0,0,0,0,0
B07RQX5441,Zeetopin WiFi IP Camera Home Security Camera Indoor 1080P FHD with Night Vision Motion Detection 2 Way Audio Wireless Home Security Survelliance Pan/Tilt/Zoom Monitor for Baby/Elder/Pet Support Onvif,0,0,0,0,0,0,81,3328.12,164,6568.44,38,1589.58,1,39.99,0,0,0,0,0,0,1,35.26,0,0,0,0
B081K6VNH8,"Zencam 1080p WiFi Camera, Indoor Security Wireless IP Camera, Two-Way Talk, Night Vision for Home, Office, Baby, Pet Cam with MicroSD & Cloud Storage, White Updated Firmware 2020 Version (E2W)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27.99,17,388.86,34,796.62,11,250.94,4,130.89
B07K6WRVZ4,"Zencam 720P WiFi Camera, Indoor Wireless Security Camera IP, Two-Way Talk, Night Vision for Home, Office, Baby Monitor, Pet Cam with MicroSD & Cloud Storage, Black (E1B-V2) (Updated Firmware, 2018)",0,0,10,345.29,91,2743.75,32,951.72,1,29.98,4,132,4,121.57,7,217.13,109,2108.33,243,5040.2,107,2182.13,94,2400.24,138,4024.47
B07VXQQTSG,"Zencam WiFi Camera, HD Indoor Pan Tilt Zoom Wireless IP Security System with Night Vision, Two Way Talk, Motion Alerts, MicroSD & Cloud Storage, White (M1W-V3)(Updated Firmware, 2019)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.6,2,52.86,9,293.92,10,297.52
B07QYQBB3S,"Zhiliao Security Camera, Baby Monitor, Wifi Pet Camera with Two way audio/Night vision/PTZ/Motion Detection,2.4ghz Indoor Wireless IP Camera for Dog/Home Security/Baby Camera with Phone App",0,0,0,0,0,0,126,4501.88,56,1826.14,148,4578.95,4,120.74,7,187.11,0,0,0,0,0,0,0,0,0,0
B07XG3FTFX,"Zmodo 1080p Full HD Outdoor Wireless Security Camera System, 2 Pack Smart Home Indoor Outdoor WiFi IP Cameras with Night Vision, Compatible with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,47,4215.88,185,16228.12,297,23870.21,510,38214.03,275,20800.13,233,17759.95,192,14817.44
B07XF9NYV3,"Zmodo 1080p Full HD Outdoor Wireless Security Camera System, 4 Pack Smart Home Indoor Outdoor WiFi IP Cameras with Night Vision, Compatible with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,27,4868.33,97,15764.79,173,26534.52,318,47747.71,193,28740.22,171,25810.01,167,25097.37
B07R2LG59W,"Zmodo Full HD 1080p Outdoor Wireless Security Camera System, 3 Pack Smart Home Indoor Outdoor WiFi IP Bullet Cameras with IR Night Vision, Motion Alerts, Remote View, White, Compatible with Alexa",0,0,0,0,0,0,1501,123954.26,992,88976.41,1453,130542.75,310,33988.02,422,50052.4,490,58014.1,480,56423.2,363,43168.4,391,46196.68,331,38991.67
B07XG1R56Q,"Zmodo Outdoor Wireless Security Camera, HD 1080p WiFi Smart Home Surveillance IP Camera with Night Vision, Weatherproof, Motion Detection, Cloud Storage, Works with Alexa",0,0,0,0,0,0,0,0,0,0,0,0,255,10082.33,629,24848.43,827,32658.61,742,29359.07,568,22485.47,357,14071.22,404,16027.13
B07539WCGH,Zmodo Sight 180 C 180ç Wide Viewing Angle 1080p Full HD Wireless Security IP Camera Night Vision and Two Way Audio - Cloud Service Available,282,19727.59,915,56416.48,143,9841.73,226,13258.15,78,3924.89,90,4899.85,113,5844.34,76,3898.71,119,6286.48,207,10054.91,202,9627.16,207,10886.06,80,5106.71
B01IT8LO1I,"Zmodo Wireless Security Camera System (2 Pack), Smart Home HD Indoor Outdoor WiFi IP Cameras with Night Vision, Cloud Service Available",23019,1397504.35,66886,3887563.49,9009,544817.72,3460,216453.07,111,11305.1,137,12782.99,1645,100860.5,999,59042.6,402,24080.78,3623,171728.99,987,55001.18,1049,53417.65,631,38685.76
B017SD8RWO,"Zmodo Wireless Security Camera System (4 Pack) , Smart Home HD Indoor Outdoor WiFi IP Cameras with Night Vision, 1-month Free Cloud Recording",42052,4223602.24,39498,4041565.29,5499,583701.23,482,57447.91,77,12742.44,118,18532.46,881,93202.37,620,67546.33,988,93965.85,1607,152398.17,810,78039.62,652,63959.74,490,52593.49
B00L2SID1W,"ZOSI 1/3"" CCTV Bullet Security Camera 1000TVL High Resolution Day Night Vision Weatherproof Surveillance Cameras- 36PCS Infrared LEDs, 100ft(30m) IR Distance, Aluminum Metal Housing white",269,4101.86,201,3400.74,0,0,29,543.78,93,1676.31,23,453.76,130,1728.3,53,729.22,7,111.93,7,110.94,14,201.39,45,592.68,70,849.97
B00NBT0UVG,"ZOSI 1080P 8 Channel Video Security Camera System,Surveillance DVR Recorder and 4 x 1080p Weatherproof CCTV Dome Camera Outdoor/Indoor with Night Vision(No Hard Drive)",2184,171922.89,3016,263112.77,604,57877.49,604,59892.81,332,33209.46,241,24179.16,260,24710.33,178,16150.19,253,23734.98,332,27830.52,198,18632.61,199,18679.79,203,19136.8
B07LB91LDN,"ZOSI 1080P Dome Security Cameras (Hybrid 4-in-1 HD-Cvi/Tvi/Ahd/960H Analog Cvbs), 1920TVL Day Night Weatherproof Indoor/Outdoor Dome Camera HD, Night Vision Up to 65Ft(20M)",0,0,0,0,1,25.99,183,4745.53,83,2139.55,47,1098.34,122,2412.46,237,4243.86,296,5575.57,297,5048.34,100,1916.13,357,5112.97,217,3572.51
B07M8HSNJQ,"ZOSI 1080P HD 1920TVL High Resolution Hybrid 4-in-1 Tvi/Cvi/Ahd/960H Cvbs Security Surveillance CCTV Camera Weatherproof Cameras 65ft IR Distance, for HD-Tvi, Ahd, Cvi, and Cvbs/960H Analog Dvr",0,0,0,0,63,1028.27,218,3877.3,69,1120.56,164,2672.17,167,2925.47,170,2863.38,120,2152.96,365,4398.85,179,2432.78,327,4020.65,282,3578.03
B07PNZP365,ZOSI 1080P HD-TVI Security Camera for Home Office Surveillance CCTV System - Bullet bnc Camera with Night Vision Black,0,0,0,0,0,0,18,529.63,232,4810.36,161,3748.04,211,5526.4,108,2753.38,128,2564.42,432,5920.91,544,7690.92,263,5051.42,205,3735.49
B01KHIMUQQ,"ZOSI 1080p Home Security Camera System Indoor Outdoor, H.265+ CCTV DVR Recorder 8 Channel and 8 x 1080p Weatherproof Surveillance Bullet Dome Camera, Remote Access, Motion Detection (No Hard Drive)",4876,683663.01,6353,905443.35,1143,176919.5,776,125224.83,249,39648.87,199,31850.45,180,28779.49,195,24972.98,194,24456.03,308,38390.87,279,32618.15,263,30205.08,155,21520.91
B00VUVIH9Y,"ZOSI 1080p Home Security Camera System Outdoor Indoor, CCTV DVR 8 Channel and 4 x 1080p (2MP) Day Night Vision Weatherproof Surveillance Bullet Camera, Remote Access, Motion Detection (No Hard Drive)",6265,525876.56,7235,686380.79,1532,161519.7,1957,217674.04,552,60807.76,507,51495.99,628,60796.83,666,63851.56,434,42121.53,404,36095.21,326,27923.42,384,33329.95,331,31094.25
B00KWWM6CQ,"ZOSI 1080P Home Security Camera System, 8CH FULL TRUE 1080P HD-TVI Video CCTV DVR and 4X 1080P HD Outdoor Indoor Weatherproof Security Cameras with 100ft Night Vision, 1TB Hard Drive Included",1663,271512.28,3423,579093.61,463,83177.48,536,96273.54,261,46213.74,182,29883.55,141,24067.07,149,22814.1,109,17223.37,76,11099.29,112,13763.38,94,12886.61,219,29232.41
